ls	9680	427658.550551	9
compiz	1140	427658.550561	24
ls	9680	427658.550564	3
ls	9680	427658.550570	21
avahi-daemon	1317	427658.550574	1
ls	9680	427658.550574	2
avahi-daemon	1317	427658.550576	0
compiz	1140	427658.550577	24
avahi-daemon	1317	427658.550577	0
avahi-daemon	1317	427658.550578	7
ls	9680	427658.550579	0
ls	9680	427658.550581	5
avahi-daemon	1317	427658.550582	1
ls	9680	427658.550583	9
avahi-daemon	1317	427658.550583	1
avahi-daemon	1317	427658.550583	0
compiz	1140	427658.550584	16
avahi-daemon	1317	427658.550584	7
avahi-daemon	1317	427658.550586	1
ls	9680	427658.550586	10
avahi-daemon	1317	427658.550587	1
avahi-daemon	1317	427658.550587	0
avahi-daemon	1317	427658.550588	7
avahi-daemon	1317	427658.550590	1
avahi-daemon	1317	427658.550590	1
avahi-daemon	1317	427658.550591	0
avahi-daemon	1317	427658.550592	7
avahi-daemon	1317	427658.550593	1
ls	9680	427658.550593	9
avahi-daemon	1317	427658.550594	1
avahi-daemon	1317	427658.550595	0
avahi-daemon	1317	427658.550595	7
avahi-daemon	1317	427658.550597	16
avahi-daemon	1317	427658.550598	47
ls	9680	427658.550603	9
ls	9680	427658.550610	3
compiz	1140	427658.550616	228
ls	9680	427658.550618	9
compiz	1140	427658.550619	24
ls	9680	427658.550634	9
ls	9680	427658.550640	158
compiz	1140	427658.550650	47
compiz	1140	427658.550660	47
compiz	1140	427658.550663	7
avahi-daemon	1317	427658.550676	1
compiz	1140	427658.550688	7
compiz	1140	427658.550689	20
compiz	1140	427658.550697	47
ls	9680	427658.550697	10
ls	9680	427658.550714	10
compiz	1140	427658.550714	47
compiz	1140	427658.550719	47
compiz	1140	427658.550721	47
ls	9680	427658.550724	10
compiz	1140	427658.550725	47
Xorg	29985	427658.550726	1
compiz	1140	427658.550727	7
Xorg	29985	427658.550738	0
ls	9680	427658.550743	10
Xorg	29985	427658.550744	38
Xorg	29985	427658.550747	47
ls	9680	427658.550756	10
Xorg	29985	427658.550761	20
ls	9680	427658.550764	10
ls	9680	427658.550769	10
ls	9680	427658.550773	11
compiz	1140	427658.550779	47
compiz	1140	427658.550785	47
ls	9680	427658.550787	218
ls	9680	427658.550788	273
ls	9680	427658.550794	13
ls	9680	427658.550795	13
ls	9680	427658.550796	14
compiz	1140	427658.550800	47
ls	9680	427658.550802	97
ls	9681	427658.550803	59
compiz	1140	427658.550804	47
compiz	1140	427658.550806	47
compiz	1140	427658.550810	47
compiz	1140	427658.550812	7
Xorg	29985	427658.550822	47
Xorg	29985	427658.550825	38
threaded-ml	8695	427658.550827	3
Xorg	29985	427658.550830	1
threaded-ml	8695	427658.550832	3
ls	9680	427658.550835	137
threaded-ml	8695	427658.550836	168
Xorg	29985	427658.550839	0
ls	9680	427658.550847	137
Xorg	29985	427658.550849	23
skype	8729	427658.550887	240
ls	9680	427658.550893	12
ls	9680	427658.550894	12
skype	8729	427658.550896	240
skype	8728	427658.550901	240
ls	9680	427658.550903	2
ls	9680	427658.550916	5
avahi-daemon	1317	427658.550917	1
ls	9680	427658.550918	0
ls	9680	427658.550933	0
ls	9680	427658.550936	3
avahi-daemon	1317	427658.550936	1
skype	8728	427658.550948	102
ls	9680	427658.550960	2
ls	9680	427658.550965	5
ls	9680	427658.550966	9
ls	9680	427658.550976	3
skype	8728	427658.550979	240
ls	9680	427658.551012	16
ls	9680	427658.551014	16
ls	9680	427658.551027	4
ls	9680	427658.551035	2
ls	9680	427658.551038	5
ls	9680	427658.551042	78
ls	9681	427658.551052	12
ls	9680	427658.551052	78
ls	9680	427658.551054	3
ls	9680	427658.551064	5
ls	9681	427658.551068	21
ls	9680	427658.551071	1
ls	9681	427658.551074	9
ls	9680	427658.551078	3
ls	9680	427658.551079	3
ls	9681	427658.551082	21
ls	9681	427658.551087	2
ls	9680	427658.551089	231
basic_test	9676	427658.551091	0
ls	9681	427658.551091	5
ls	9681	427658.551093	9
ls	9681	427658.551094	3
ls	9681	427658.551099	21
ls	9681	427658.551112	2
ls	9681	427658.551115	0
ls	9681	427658.551117	5
ls	9681	427658.551119	9
ls	9681	427658.551123	10
avahi-daemon	1317	427658.551126	1
ls	9681	427658.551130	9
ls	9681	427658.551139	9
avahi-daemon	1317	427658.551142	1
ls	9681	427658.551146	3
ls	9681	427658.551152	21
ls	9681	427658.551158	2
ls	9681	427658.551161	0
ls	9681	427658.551163	5
ls	9681	427658.551165	9
ls	9681	427658.551169	10
ls	9681	427658.551176	9
ls	9681	427658.551184	9
sh	9678	427658.551186	15
ls	9681	427658.551190	3
sh	9678	427658.551190	231
ls	9681	427658.551198	21
ls	9681	427658.551201	2
ls	9681	427658.551205	0
ls	9681	427658.551206	5
ls	9681	427658.551207	9
ls	9681	427658.551211	9
ls	9681	427658.551215	10
ls	9681	427658.551223	9
ls	9681	427658.551232	3
ls	9681	427658.551238	21
ls	9681	427658.551240	2
ls	9681	427658.551243	0
ls	9681	427658.551245	5
ls	9681	427658.551246	9
ls	9681	427658.551249	10
ls	9681	427658.551254	9
ls	9681	427658.551264	3
ls	9681	427658.551269	21
ls	9681	427658.551271	2
ls	9681	427658.551274	0
ls	9681	427658.551276	5
ls	9681	427658.551277	9
ls	9681	427658.551280	10
basic_test	9676	427658.551283	1
ls	9681	427658.551284	9
ls	9681	427658.551291	9
basic_test	9676	427658.551292	3
ls	9681	427658.551296	3
basic_test	9676	427658.551298	61
ls	9681	427658.551303	9
basic_test	9676	427658.551315	2
ls	9681	427658.551316	9
ls	9681	427658.551320	158
avahi-daemon	1317	427658.551329	1
basic_test	9676	427658.551335	1
gnome-terminal-	7190	427658.551344	0
avahi-daemon	1317	427658.551349	1
gnome-terminal-	7190	427658.551350	1
gnome-terminal-	7190	427658.551351	0
gnome-terminal-	7190	427658.551354	0
gnome-terminal-	7190	427658.551355	1
gnome-terminal-	7190	427658.551359	47
gnome-terminal-	7190	427658.551364	7
gnome-terminal-	7190	427658.551369	47
gnome-terminal-	7190	427658.551371	7
gnome-terminal-	7190	427658.551373	0
gnome-terminal-	7190	427658.551376	47
gnome-terminal-	7190	427658.551379	7
ls	9681	427658.551384	10
ls	9681	427658.551398	10
ls	9681	427658.551405	10
ls	9681	427658.551420	10
ls	9681	427658.551429	10
ls	9681	427658.551435	10
ls	9681	427658.551439	10
ls	9681	427658.551442	11
ls	9681	427658.551455	218
ls	9681	427658.551456	273
ls	9681	427658.551460	13
ls	9681	427658.551461	13
ls	9681	427658.551461	14
ls	9681	427658.551467	97
ls	9681	427658.551493	137
ls	9681	427658.551504	137
avahi-daemon	1317	427658.551537	1
ls	9681	427658.551543	12
ls	9681	427658.551544	12
ls	9681	427658.551550	2
avahi-daemon	1317	427658.551555	1
ls	9681	427658.551563	5
ls	9681	427658.551565	0
ls	9681	427658.551580	0
A	1464	427658.551580	16
ls	9681	427658.551582	3
A	1464	427658.551601	1
ls	9681	427658.551606	2
ls	9681	427658.551613	5
ls	9681	427658.551614	9
ls	9681	427658.551622	3
pulseaudio	1252	427658.551639	0
pulseaudio	1252	427658.551644	1
pulseaudio	1252	427658.551647	0
pulseaudio	1252	427658.551650	1
ls	9681	427658.551655	16
pulseaudio	1252	427658.551656	0
ls	9681	427658.551657	16
pulseaudio	1252	427658.551657	271
ls	9681	427658.551667	4
ls	9681	427658.551676	2
ls	9681	427658.551678	5
ls	9681	427658.551681	78
A	1464	427658.551684	16
ls	9681	427658.551689	78
A	1464	427658.551690	16
ls	9681	427658.551691	3
threaded-ml	8695	427658.551694	3
A	1464	427658.551696	271
threaded-ml	8695	427658.551699	3
ls	9681	427658.551700	5
threaded-ml	8695	427658.551701	168
ls	9681	427658.551707	1
ls	9681	427658.551716	3
ls	9681	427658.551717	3
ls	9681	427658.551726	231
avahi-daemon	1317	427658.551747	1
avahi-daemon	1317	427658.551749	0
avahi-daemon	1317	427658.551751	0
avahi-daemon	1317	427658.551752	7
avahi-daemon	1317	427658.551755	1
avahi-daemon	1317	427658.551757	1
avahi-daemon	1317	427658.551757	0
avahi-daemon	1317	427658.551758	7
avahi-daemon	1317	427658.551760	1
avahi-daemon	1317	427658.551761	1
avahi-daemon	1317	427658.551761	0
avahi-daemon	1317	427658.551762	7
avahi-daemon	1317	427658.551764	1
avahi-daemon	1317	427658.551765	1
avahi-daemon	1317	427658.551765	0
avahi-daemon	1317	427658.551766	7
avahi-daemon	1317	427658.551768	1
avahi-daemon	1317	427658.551769	1
avahi-daemon	1317	427658.551769	0
avahi-daemon	1317	427658.551770	7
avahi-daemon	1317	427658.551772	16
avahi-daemon	1317	427658.551773	47
avahi-daemon	1317	427658.551851	1
sh	9679	427658.551917	15
sh	9679	427658.551926	231
gnome-terminal-	7190	427658.552138	0
gnome-terminal-	7190	427658.552149	1
gnome-terminal-	7190	427658.552152	0
avahi-daemon	1317	427658.552153	1
gnome-terminal-	7190	427658.552155	0
gnome-terminal-	7190	427658.552157	1
gnome-terminal-	7190	427658.552164	47
gnome-terminal-	7190	427658.552172	7
gnome-terminal-	7190	427658.552180	47
gnome-terminal-	7190	427658.552182	7
gnome-terminal-	7190	427658.552184	0
gnome-terminal-	7190	427658.552186	47
gnome-terminal-	7190	427658.552187	7
avahi-daemon	1317	427658.552188	1
avahi-daemon	1317	427658.552450	1
avahi-daemon	1317	427658.552474	1
avahi-daemon	1317	427658.552731	1
avahi-daemon	1317	427658.552755	1
compiz	1140	427658.552923	7
compiz	1140	427658.552925	20
compiz	1140	427658.552934	47
compiz	1140	427658.552945	39
compiz	1140	427658.552946	39
compiz	1140	427658.552948	39
Xorg	29985	427658.552986	1
Xorg	29985	427658.552995	0
compiz	1140	427658.552996	7
compiz	1140	427658.552998	20
Xorg	29985	427658.553001	38
compiz	1140	427658.553002	7
avahi-daemon	1317	427658.553002	1
Xorg	29985	427658.553004	47
avahi-daemon	1317	427658.553004	0
avahi-daemon	1317	427658.553006	7
avahi-daemon	1317	427658.553009	1
avahi-daemon	1317	427658.553010	1
avahi-daemon	1317	427658.553011	0
avahi-daemon	1317	427658.553012	7
avahi-daemon	1317	427658.553014	1
avahi-daemon	1317	427658.553014	1
avahi-daemon	1317	427658.553015	0
avahi-daemon	1317	427658.553016	7
avahi-daemon	1317	427658.553018	1
avahi-daemon	1317	427658.553018	1
avahi-daemon	1317	427658.553019	0
avahi-daemon	1317	427658.553020	7
avahi-daemon	1317	427658.553022	1
avahi-daemon	1317	427658.553023	1
avahi-daemon	1317	427658.553023	0
avahi-daemon	1317	427658.553024	7
avahi-daemon	1317	427658.553026	16
avahi-daemon	1317	427658.553027	47
Xorg	29985	427658.553027	20
Xorg	29985	427658.553034	47
Xorg	29985	427658.553036	38
Xorg	29985	427658.553039	1
compiz	1140	427658.553042	47
Xorg	29985	427658.553046	0
compiz	1140	427658.553048	47
Xorg	29985	427658.553053	23
avahi-daemon	1317	427658.553108	1
avahi-daemon	1317	427658.553356	1
avahi-daemon	1317	427658.553384	1
avahi-daemon	1317	427658.553639	1
avahi-daemon	1317	427658.553664	1
compiz	1140	427658.553733	39
compiz	1140	427658.553736	39
compiz	1140	427658.553757	7
compiz	1140	427658.553759	20
compiz	1140	427658.553767	7
Xorg	29985	427658.553816	1
Xorg	29985	427658.553824	0
Xorg	29985	427658.553829	38
Xorg	29985	427658.553832	47
Xorg	29985	427658.553843	20
Xorg	29985	427658.553850	47
Xorg	29985	427658.553852	38
Xorg	29985	427658.553855	1
Xorg	29985	427658.553861	0
Xorg	29985	427658.553868	23
compiz	1140	427658.553889	47
compiz	1140	427658.553896	47
compiz	1140	427658.553898	47
avahi-daemon	1317	427658.553903	1
compiz	1140	427658.553907	39
compiz	1140	427658.553910	39
compiz	1140	427658.553913	7
compiz	1140	427658.553915	20
compiz	1140	427658.553922	7
avahi-daemon	1317	427658.553926	1
Xorg	29985	427658.553981	1
Xorg	29985	427658.553988	0
Xorg	29985	427658.553993	38
Xorg	29985	427658.553995	47
Xorg	29985	427658.554004	20
Xorg	29985	427658.554011	47
Xorg	29985	427658.554013	38
Xorg	29985	427658.554016	1
Xorg	29985	427658.554022	0
Xorg	29985	427658.554029	23
compiz	1140	427658.554046	47
compiz	1140	427658.554051	47
compiz	1140	427658.554053	47
avahi-daemon	1317	427658.554162	1
avahi-daemon	1317	427658.554164	0
avahi-daemon	1317	427658.554165	7
avahi-daemon	1317	427658.554169	1
avahi-daemon	1317	427658.554170	1
avahi-daemon	1317	427658.554171	0
avahi-daemon	1317	427658.554171	7
avahi-daemon	1317	427658.554174	1
avahi-daemon	1317	427658.554174	1
avahi-daemon	1317	427658.554175	0
avahi-daemon	1317	427658.554176	7
avahi-daemon	1317	427658.554177	1
avahi-daemon	1317	427658.554178	1
avahi-daemon	1317	427658.554179	0
avahi-daemon	1317	427658.554179	7
avahi-daemon	1317	427658.554181	16
avahi-daemon	1317	427658.554182	47
Telegram	2748	427658.554431	47
Telegram	2748	427658.554439	7
avahi-daemon	1317	427658.554543	1
avahi-daemon	1317	427658.554553	1
avahi-daemon	1317	427658.554560	1
avahi-daemon	1317	427658.554778	1
avahi-daemon	1317	427658.554793	1
avahi-daemon	1317	427658.554804	1
compiz	1140	427658.554845	39
compiz	1140	427658.554847	39
compiz	1140	427658.554849	39
compiz	1140	427658.554849	39
compiz	1140	427658.554856	228
compiz	1140	427658.554856	228
compiz	1140	427658.554857	7
avahi-daemon	1317	427658.555098	1
avahi-daemon	1317	427658.555111	1
avahi-daemon	1317	427658.555121	1
avahi-daemon	1317	427658.555415	1
avahi-daemon	1317	427658.555642	1
avahi-daemon	1317	427658.555648	1
avahi-daemon	1317	427658.555651	1
avahi-daemon	1317	427658.555946	1
avahi-daemon	1317	427658.555948	0
avahi-daemon	1317	427658.555949	0
avahi-daemon	1317	427658.555950	7
avahi-daemon	1317	427658.555954	1
avahi-daemon	1317	427658.555955	1
avahi-daemon	1317	427658.555955	0
avahi-daemon	1317	427658.555956	7
avahi-daemon	1317	427658.555958	1
avahi-daemon	1317	427658.555959	1
avahi-daemon	1317	427658.555960	0
avahi-daemon	1317	427658.555960	7
avahi-daemon	1317	427658.555962	1
avahi-daemon	1317	427658.555963	1
avahi-daemon	1317	427658.555964	0
avahi-daemon	1317	427658.555964	7
avahi-daemon	1317	427658.555966	1
avahi-daemon	1317	427658.555967	1
avahi-daemon	1317	427658.555967	0
avahi-daemon	1317	427658.555968	7
avahi-daemon	1317	427658.555970	1
avahi-daemon	1317	427658.555971	1
avahi-daemon	1317	427658.555971	0
avahi-daemon	1317	427658.555972	7
avahi-daemon	1317	427658.555974	1
avahi-daemon	1317	427658.555975	1
avahi-daemon	1317	427658.555975	0
avahi-daemon	1317	427658.555976	7
avahi-daemon	1317	427658.555978	16
avahi-daemon	1317	427658.555979	47
avahi-daemon	1317	427658.556339	1
avahi-daemon	1317	427658.556349	1
avahi-daemon	1317	427658.556357	1
avahi-daemon	1317	427658.556613	1
avahi-daemon	1317	427658.556633	1
avahi-daemon	1317	427658.556647	1
compiz	1140	427658.556696	16
compiz	1140	427658.556708	228
compiz	1140	427658.556709	228
compiz	1140	427658.556709	228
compiz	1140	427658.556711	228
compiz	1140	427658.556711	228
compiz	1140	427658.556712	228
compiz	1140	427658.556727	228
compiz	1140	427658.556739	24
compiz	1140	427658.556750	24
compiz	1140	427658.556754	16
compiz	1140	427658.556833	228
compiz	1140	427658.556836	24
compiz	1140	427658.556877	0
Xorg	29985	427658.556884	16
compiz	1140	427658.556892	7
compiz	1140	427658.556894	20
compiz	1140	427658.556900	47
Xorg	29985	427658.556902	1
compiz	1140	427658.556904	47
compiz	1140	427658.556912	47
compiz	1140	427658.556915	7
Xorg	29985	427658.556916	0
Xorg	29985	427658.556924	1
Xorg	29985	427658.556929	0
Xorg	29985	427658.556935	23
Xorg	29985	427658.556948	1
Xorg	29985	427658.556953	0
Xorg	29985	427658.556956	38
Xorg	29985	427658.556967	47
avahi-daemon	1317	427658.556971	1
Xorg	29985	427658.556980	20
avahi-daemon	1317	427658.556986	1
Xorg	29985	427658.556986	47
Xorg	29985	427658.556988	38
Xorg	29985	427658.556990	1
Xorg	29985	427658.556995	0
avahi-daemon	1317	427658.556997	1
Xorg	29985	427658.557003	23
compiz	1140	427658.557036	47
compiz	1140	427658.557045	47
compiz	1140	427658.557072	47
compiz	1140	427658.557076	47
compiz	1140	427658.557078	47
compiz	1140	427658.557082	47
compiz	1140	427658.557083	7
avahi-daemon	1317	427658.557317	1
avahi-daemon	1317	427658.557556	1
avahi-daemon	1317	427658.557879	1
avahi-daemon	1317	427658.557881	0
avahi-daemon	1317	427658.557883	0
avahi-daemon	1317	427658.557884	7
avahi-daemon	1317	427658.557887	1
avahi-daemon	1317	427658.557889	1
avahi-daemon	1317	427658.557889	0
avahi-daemon	1317	427658.557890	7
avahi-daemon	1317	427658.557892	1
avahi-daemon	1317	427658.557893	1
avahi-daemon	1317	427658.557893	0
avahi-daemon	1317	427658.557894	7
avahi-daemon	1317	427658.557896	1
avahi-daemon	1317	427658.557897	1
avahi-daemon	1317	427658.557897	0
avahi-daemon	1317	427658.557898	7
avahi-daemon	1317	427658.557900	1
avahi-daemon	1317	427658.557901	1
avahi-daemon	1317	427658.557901	0
avahi-daemon	1317	427658.557902	7
avahi-daemon	1317	427658.557904	1
avahi-daemon	1317	427658.557905	1
avahi-daemon	1317	427658.557905	0
avahi-daemon	1317	427658.557906	7
