basic_test	9676	427658.548609	273
basic_test	9676	427658.548620	9
basic_test	9676	427658.548623	11
basic_test	9676	427658.548627	10
basic_test	9676	427658.548637	293
basic_test	9676	427658.548644	56
avahi-daemon	1317	427658.548732	1
avahi-daemon	1317	427658.548742	1
avahi-daemon	1317	427658.548748	1
basic_test	9676	427658.548753	202
sh	9678	427658.548753	273
basic_test	9676	427658.548757	3
basic_test	9676	427658.548758	72
basic_test	9676	427658.548762	5
basic_test	9676	427658.548767	0
Xorg	29985	427658.548767	1
Xorg	29985	427658.548775	0
basic_test	9677	427658.548777	273
basic_test	9677	427658.548785	9
basic_test	9677	427658.548788	10
sh	9678	427658.548790	33
sh	9678	427658.548794	59
basic_test	9677	427658.548797	293
basic_test	9677	427658.548802	56
basic_test	9677	427658.548902	202
basic_test	9677	427658.548905	3
basic_test	9677	427658.548906	72
basic_test	9677	427658.548908	5
basic_test	9677	427658.548911	0
Xorg	29985	427658.548958	1
Xorg	29985	427658.548963	0
avahi-daemon	1317	427658.548966	1
avahi-daemon	1317	427658.548974	1
avahi-daemon	1317	427658.548978	1
sh	9678	427658.549074	12
sh	9678	427658.549093	21
sh	9678	427658.549098	9
sh	9678	427658.549103	21
sh	9678	427658.549109	2
sh	9678	427658.549113	5
sh	9678	427658.549114	9
sh	9678	427658.549116	3
sh	9678	427658.549120	21
sh	9678	427658.549132	2
sh	9678	427658.549135	0
sh	9678	427658.549138	5
sh	9678	427658.549140	9
sh	9678	427658.549143	10
Xorg	29985	427658.549147	1
sh	9678	427658.549151	9
Xorg	29985	427658.549152	0
sh	9678	427658.549160	9
sh	9678	427658.549167	3
sh	9678	427658.549180	9
sh	9678	427658.549184	9
sh	9678	427658.549187	9
sh	9678	427658.549189	158
sh	9678	427658.549245	10
Xorg	29985	427658.549266	1
Xorg	29985	427658.549272	0
avahi-daemon	1317	427658.549277	1
avahi-daemon	1317	427658.549279	0
avahi-daemon	1317	427658.549280	0
avahi-daemon	1317	427658.549281	7
Xorg	29985	427658.549282	1
avahi-daemon	1317	427658.549285	1
avahi-daemon	1317	427658.549286	1
avahi-daemon	1317	427658.549287	0
Xorg	29985	427658.549287	0
avahi-daemon	1317	427658.549287	7
sh	9678	427658.549287	10
avahi-daemon	1317	427658.549289	1
avahi-daemon	1317	427658.549290	1
avahi-daemon	1317	427658.549291	0
sh	9678	427658.549291	10
avahi-daemon	1317	427658.549291	7
avahi-daemon	1317	427658.549293	1
avahi-daemon	1317	427658.549294	1
sh	9678	427658.549294	11
avahi-daemon	1317	427658.549295	0
avahi-daemon	1317	427658.549295	7
Xorg	29985	427658.549297	1
avahi-daemon	1317	427658.549297	1
avahi-daemon	1317	427658.549298	1
avahi-daemon	1317	427658.549298	0
avahi-daemon	1317	427658.549299	7
avahi-daemon	1317	427658.549301	1
avahi-daemon	1317	427658.549301	1
avahi-daemon	1317	427658.549302	0
Xorg	29985	427658.549302	0
avahi-daemon	1317	427658.549303	7
avahi-daemon	1317	427658.549304	1
avahi-daemon	1317	427658.549305	1
avahi-daemon	1317	427658.549306	0
avahi-daemon	1317	427658.549306	7
avahi-daemon	1317	427658.549308	16
avahi-daemon	1317	427658.549310	47
Xorg	29985	427658.549310	1
Xorg	29985	427658.549315	0
avahi-daemon	1317	427658.549320	1
avahi-daemon	1317	427658.549323	0
avahi-daemon	1317	427658.549323	7
avahi-daemon	1317	427658.549325	16
avahi-daemon	1317	427658.549326	47
Xorg	29985	427658.549326	20
sh	9678	427658.549330	102
sh	9678	427658.549331	104
sh	9678	427658.549332	39
sh	9678	427658.549333	13
avahi-daemon	1317	427658.549333	1
Xorg	29985	427658.549334	20
sh	9678	427658.549334	107
avahi-daemon	1317	427658.549335	0
avahi-daemon	1317	427658.549336	7
avahi-daemon	1317	427658.549338	16
avahi-daemon	1317	427658.549338	47
compiz	1140	427658.549339	47
avahi-daemon	1317	427658.549343	7
avahi-daemon	1317	427658.549344	16
avahi-daemon	1317	427658.549345	47
compiz	1140	427658.549345	7
avahi-daemon	1317	427658.549348	7
Xorg	29985	427658.549348	20
avahi-daemon	1317	427658.549350	16
avahi-daemon	1317	427658.549350	47
avahi-daemon	1317	427658.549353	7
avahi-daemon	1317	427658.549355	16
Xorg	29985	427658.549355	47
avahi-daemon	1317	427658.549356	47
Xorg	29985	427658.549357	38
Xorg	29985	427658.549362	1
gnome-terminal-	7190	427658.549366	47
Xorg	29985	427658.549369	0
gnome-terminal-	7190	427658.549374	47
gnome-terminal-	7190	427658.549376	47
Xorg	29985	427658.549376	23
sh	9678	427658.549385	12
sh	9678	427658.549386	12
Xorg	29985	427658.549395	1
Xorg	29985	427658.549401	0
gnome-terminal-	7190	427658.549403	47
Xorg	29985	427658.549404	38
Xorg	29985	427658.549406	47
sh	9678	427658.549408	110
gnome-terminal-	7190	427658.549412	7
sh	9678	427658.549413	79
Xorg	29985	427658.549414	20
sh	9678	427658.549418	107
sh	9678	427658.549418	108
sh	9678	427658.549419	13
sh	9678	427658.549420	13
Xorg	29985	427658.549420	47
sh	9678	427658.549421	13
sh	9678	427658.549421	13
Xorg	29985	427658.549422	38
sh	9678	427658.549422	13
sh	9678	427658.549422	13
avahi-daemon	1317	427658.549423	1
Xorg	29985	427658.549424	1
compiz	1140	427658.549425	47
sh	9678	427658.549432	4
Xorg	29985	427658.549433	0
compiz	1140	427658.549433	47
compiz	1140	427658.549435	47
sh	9678	427658.549436	4
sh	9678	427658.549438	4
Xorg	29985	427658.549440	23
sh	9678	427658.549441	4
sh	9678	427658.549443	4
sh	9678	427658.549444	4
sh	9678	427658.549449	56
gnome-terminal-	7190	427658.549454	47
gnome-terminal-	7190	427658.549460	7
gnome-terminal-	7190	427658.549472	1
gnome-terminal-	7190	427658.549476	0
gnome-terminal-	7190	427658.549480	0
gnome-terminal-	7190	427658.549482	1
gnome-terminal-	7190	427658.549485	47
gnome-terminal-	7190	427658.549488	7
gnome-terminal-	7190	427658.549493	47
gnome-terminal-	7190	427658.549495	7
gnome-terminal-	7190	427658.549498	0
gnome-terminal-	7190	427658.549502	47
gnome-terminal-	7190	427658.549505	7
sh	9678	427658.549517	61
sh	9679	427658.549548	273
sh	9679	427658.549579	33
alsa-source-USB	1465	427658.549580	16
sh	9679	427658.549580	3
sh	9679	427658.549584	59
alsa-source-USB	1465	427658.549606	1
alsa-source-USB	1465	427658.549616	16
alsa-source-USB	1465	427658.549619	16
alsa-source-USB	1465	427658.549625	271
pulseaudio	1252	427658.549650	0
pulseaudio	1252	427658.549656	1
pulseaudio	1252	427658.549661	0
pulseaudio	1252	427658.549666	1
pulseaudio	1252	427658.549673	0
pulseaudio	1252	427658.549675	271
avahi-daemon	1317	427658.549690	1
ls	9680	427658.549698	59
avahi-daemon	1317	427658.549708	1
threaded-ml	8695	427658.549721	3
threaded-ml	8695	427658.549731	5
threaded-ml	8695	427658.549739	197
threaded-ml	8695	427658.549741	192
threaded-ml	8695	427658.549747	6
threaded-ml	8695	427658.549764	240
sh	9679	427658.549768	12
threaded-ml	8695	427658.549772	91
sh	9679	427658.549782	21
sh	9679	427658.549786	9
threaded-ml	8695	427658.549788	4
sh	9679	427658.549792	21
threaded-ml	8695	427658.549792	4
sh	9679	427658.549797	2
sh	9679	427658.549802	5
sh	9679	427658.549804	9
sh	9679	427658.549806	3
sh	9679	427658.549810	21
pulseaudio	1252	427658.549811	0
pulseaudio	1252	427658.549816	0
pulseaudio	1252	427658.549818	271
sh	9679	427658.549823	2
sh	9679	427658.549827	0
sh	9679	427658.549830	5
skype	8729	427658.549832	240
sh	9679	427658.549832	9
sh	9679	427658.549835	10
sh	9679	427658.549843	9
sh	9679	427658.549853	9
sh	9679	427658.549860	3
sh	9679	427658.549873	9
sh	9679	427658.549878	9
sh	9679	427658.549882	9
sh	9679	427658.549885	158
avahi-daemon	1317	427658.549909	1
avahi-daemon	1317	427658.549926	1
sh	9679	427658.549934	10
sh	9679	427658.549977	10
sh	9679	427658.549983	10
sh	9679	427658.549986	11
sh	9679	427658.550028	102
sh	9679	427658.550029	104
sh	9679	427658.550030	39
sh	9679	427658.550031	13
sh	9679	427658.550032	107
sh	9679	427658.550083	12
sh	9679	427658.550083	12
sh	9679	427658.550109	110
sh	9679	427658.550113	79
sh	9679	427658.550117	107
sh	9679	427658.550118	108
sh	9679	427658.550118	13
sh	9679	427658.550119	13
sh	9679	427658.550120	13
sh	9679	427658.550120	13
sh	9679	427658.550121	13
sh	9679	427658.550122	13
avahi-daemon	1317	427658.550126	1
sh	9679	427658.550129	4
sh	9679	427658.550133	4
sh	9679	427658.550134	4
sh	9679	427658.550136	4
sh	9679	427658.550137	4
sh	9679	427658.550138	4
avahi-daemon	1317	427658.550141	1
sh	9679	427658.550141	56
sh	9679	427658.550200	61
ls	9680	427658.550324	12
ls	9680	427658.550338	21
avahi-daemon	1317	427658.550339	1
ls	9680	427658.550342	9
ls	9680	427658.550349	21
ls	9680	427658.550353	2
avahi-daemon	1317	427658.550356	1
ls	9680	427658.550358	5
ls	9680	427658.550359	9
ls	9680	427658.550362	3
ls	9680	427658.550366	21
ls	9680	427658.550376	2
ls	9680	427658.550380	0
ls	9680	427658.550383	5
ls	9680	427658.550385	9
ls	9680	427658.550389	10
ls	9680	427658.550399	9
ls	9680	427658.550410	9
ls	9680	427658.550417	3
ls	9680	427658.550424	21
ls	9680	427658.550433	2
ls	9680	427658.550437	0
ls	9680	427658.550439	5
ls	9680	427658.550441	9
ls	9680	427658.550444	10
ls	9680	427658.550452	9
ls	9680	427658.550460	9
ls	9680	427658.550468	3
ls	9680	427658.550476	21
ls	9680	427658.550481	2
ls	9680	427658.550486	0
compiz	1140	427658.550486	39
ls	9680	427658.550488	5
compiz	1140	427658.550488	39
ls	9680	427658.550489	9
compiz	1140	427658.550490	39
compiz	1140	427658.550491	39
ls	9680	427658.550494	9
ls	9680	427658.550499	10
compiz	1140	427658.550507	228
compiz	1140	427658.550508	228
compiz	1140	427658.550509	7
ls	9680	427658.550510	9
compiz	1140	427658.550513	16
ls	9680	427658.550521	3
compiz	1140	427658.550524	228
compiz	1140	427658.550525	228
compiz	1140	427658.550525	228
compiz	1140	427658.550526	228
compiz	1140	427658.550527	228
compiz	1140	427658.550527	228
ls	9680	427658.550527	21
ls	9680	427658.550531	2
ls	9680	427658.550535	0
ls	9680	427658.550537	5
compiz	1140	427658.550538	228
ls	9680	427658.550539	9
ls	9680	427658.550542	10
